"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"armor_class/gun_stabilizer";"Gun Stabilizer";"Stabilisateur d'arme";"Stabilizzatore Cannone";"Waffenstabilisator";"Estabilizador del Cañón";"Стабилизатор орудия";"Стабілізатор гармати";"Stabilizacja działa";"Estabilizador de canhão";"Silah Sabitleyici";"Stabilizátor děla";"Gun Stabilizer";"Stabilisator Senapan";"เครื่องปรับเสถียรปืน";"주포 안정기";"火\t炮\t稳\t定\t器";"砲安定装置";"火\t炮\t穩\t定\t器";;
"armor_class/guided_weapon_controls";"Guided weapon controls";"Contrôles du missile";"Controlli armi guidate";"Lenkwaffenkontrollen";"Controles de armas guiadas";"Cистема наведения управляемого оружия";"Управління керованою зброєю";"Kontrola broni kierowanej";"Controlos de arma teleguiada";"Güdümlü silah kontrolleri";"Ovládání řízené výzbroje";"Guided weapon controls";"Kontrol senjata berpemandu";"การควบคุมอาวุธนำวิถี";"무장 유도장치";"导\t弹\t制\t导\t设\t备";"誘導武器の\t操作";"制\t導\t設\t備";;
"armor_class/hydraulic_pump";"Hydraulic pump";"Pompe hydraulique";"Pompa idraulica";"Hydraulische Pumpe";"Bomba hidráulica";"Гидравлический насос";"Гідравлічний насос";"Pompa hydrauliczna";"Bomba hidráulica";"Hidrolik pompa";"Hydraulické čerpadlo";"Hydraulic pump";"Pompa hidraulik";"ปั๊มน้ำมันไฮดรอลิก";"유압 펌프";"液\t压\t泵";"油圧\tポンプ";"液\t壓\t幫\t浦";;
"armor_class/power_electronics";"Power electronics";"Electronique de puissance";"Elettronica principale";"Stromversorgung";"Electrónica de potencia";"Силовая электроника";"Силова електроніка";"Elektronika zasilania";"Eletrónica de potência";"Güç elektronikleri";"Elektronika";"Power electronics";"Elektronika daya";"อิเล็กทรอนิกส์พลังงาน";"전원 설비";"供\t电\t设\t备";"パワーエレクトロニクス";"供\t電\t設\t備";;
"armor_class/armored_glass";"Armored glass";"Verre blindé";"Vetro blindato";"Panzerglas";"Cristal blindado";"Бронестекло";"Бронескло";"Szkło pancerne";"Vidro blindado";"Zırhlı cam";"Pancéřové sklo";"Θωρακισμένο γυαλί";"Kaca lapis baja";"กระจกหุ้มเกราะ";"방탄 유리";"防\t弹\t玻\t璃";"装甲板";"防\t彈\t玻\t璃";;
"armor_class/wood";"Wood";"Bois";"Legno";"Holz";"Madera";"Дерево";"Дерево";"Drewno";"Madeira";"Ahşap";"Dřevo";"Wood";"Kayu";"ไม้";"목재";"木\t料";"木材";"木\t材";;
"armor_class/spaced_armor_air";"Air";"Air";"Aria";"Luft";"Aire";"Воздух";"Авіація";"Powietrze";"Ar";"Hava";"Vzduch";"Air";"Udara";"อากาศ";"공간";"空\t气";"航空機";"空\t氣";;
"armor_class/grille_air";"Slat armor";"Blindage cage";"Griglia";"Käfigpanzerung";"Blindaje de láminas";"Решетчатый экран";"Броньований панцир";"Siatka przeciwkumulacyjna";"Blindagem em gaiola";"Çıta zırh";"Lamelový pancíř";"Slat armour";"Slat armor";"เกราะระแนง";"슬랫 아머";"格\t栅\t装\t甲";"スラット\t装甲";"格\t柵\t裝\t甲";;
"armor_class/spall_liner";"Spall liner";"Revêtement anti-éclats";"Protezione antischegge";"Splitterschutz";"Revestimiento anti-fragmentación";"Противоосколочный подбой";"Протиосколкова підкладка";"Osłona przeciwodłamkowa";"Revestimento antiestilhaços";"Şarapnel astarı";"Protistřepinová obšívka";"Spall liner";"Spall liner";"แผ่นป้องกันเศษกระสุน";"파편 방지대";"防\t崩\t落\t衬\t层";"スポールライナー";"防\t崩\t落\t襯\t層";;
"armor_class/CHA_tank";"Cast homogeneous armor";"Blindage homogène moulé";"Corazza omogenea fusa";"Gegossener Panzerstahl (CHA)";"Blindaje homogéneo de fundición";"Литая гомогенная броня";"Лита гомогенна броня";"Pancerz jednorodny odlewany";"Armadura homogénea fundida";"Dökme homojen zırh";"Odlévaný homogenní pancíř";"Cast homogeneous armour";"Cast homogeneous armor";"เกราะหล่อเนื้อเดียวกัน";"주조균질장갑";"铸\t造\t均\t质\t装\t甲";"鋳造延鋼装甲";"鑄\t造\t均\t質\t裝\t甲";;
"armor_class/RHA_tank";"Rolled homogeneous armor";"Blindage homogène laminé";"Corazza omogenea laminata";"Gewalzter Panzerstahl (RHA)";"Blindaje homogéneo laminado";"Катаная гомогенная броня";"Катана гомогенна броня";"Pancerz jednorodny walcowany";"Blindagem homogénea laminada";"Haddelenmiş homojen zırh";"Válcovaný homogenní pancíř";"Rolled homogeneous armour";"Rolled homogeneous armor";"เกราะรีดเนื้อเดียวกัน";"균질압연장갑";"轧\t制\t均\t质\t装\t甲";"均質圧延鋼装甲";"軋\t製\t均\t質\t裝\t甲";;
"armor_class/CHA_tank_modern";"Cast homogeneous armor";"Blindage homogène moulé";"Corazza omogenea fusa";"Gegossener Panzerstahl (CHA)";"Blindaje homogéneo de fundición";"Литая гомогенная броня";"Лита однорідна броня";"Pancerz jednorodny odlewany";"Armadura homogénea fundida";"Dökme homojen zırh";"Odlévaný homogenní pancíř";"Cast homogeneous armour";"Cast homogeneous armor";"เกราะหล่อเนื้อเดียวกัน";"주조균질장갑";"铸\t造\t均\t质\t装\t甲\t（战\t后）";"鋳造延鋼装甲";"鑄\t造\t均\t質\t裝\t甲";;
"armor_class/RHA_tank_modern";"Rolled homogeneous armor";"Blindage homogène laminé";"Corazza omogenea laminata";"Gewalzter Panzerstahl (RHA)";"Blindaje homogéneo laminado";"Катаная гомогенная броня";"Катана гомогенна броня";"Pancerz jednorodny walcowany";"Blindagem homogénea laminada";"Haddelenmiş homojen zırh";"Válcovaný homogenní pancíř";"Rolled homogeneous armour";"Rolled homogeneous armor";"เกราะรีดเนื้อเดียวกัน";"균질압연장갑";"轧\t制\t均\t质\t装\t甲\t（战\t后）";"均質圧延鋼装甲";"軋\t製\t均\t質\t裝\t甲";;
"armor_class/RHA_tiger_II";"Rolled homogeneous armor";"Blindage homogène laminé";"Corazza omogenea laminata";"Gewalzter Panzerstahl (RHA)";"Blindaje homogéneo laminado";"Катаная гомогенная броня";"Катана гомогенна броня";"Pancerz jednorodny walcowany";"Blindagem homogénea laminada";"Haddelenmiş homojen zırh";"Válcovaný homogenní pancíř";"Rolled homogeneous armour";"Rolled homogeneous armor";"เกราะรีดเนื้อเดียวกัน";"균질압연장갑";"轧\t制\t均\t质\t装\t甲";"均質圧延鋼装甲";"軋\t製\t均\t質\t裝\t甲";;
"armor_class/RHA_is_3";"Rolled homogeneous armor";"Blindage homogène laminé";"Corazza omogenea laminata";"Gewalzter Panzerstahl (RHA)";"Blindaje homogéneo laminado";"Катаная гомогенная броня";"Катана гомогенна броня";"Pancerz jednorodny walcowany";"Blindagem homogénea laminada";"Haddelenmiş homojen zırh";"Válcovaný homogenní pancíř";"Rolled homogeneous armour";"Rolled homogeneous armor";"เกราะรีดเนื้อเดียวกัน";"균질압연장갑";"轧\t制\t均\t质\t装\t甲";"均質圧延鋼装甲";"軋\t製\t均\t質\t裝\t甲";;
"armor_class/RHAHH_tank";"High hardness rolled armor";"Blindage laminé à grande dureté";"Corazza ad elevata durezza";"Gehärteter Panzerstahl (HHA)";"Blindaje laminado de gran dureza";"Катаная броня высокой твёрдости";"Катана броня високої твердості";"Pancerz walcowany o dużej twardości";"Armadura laminada de elevada dureza";"Haddelenmiş yüksek sertlikte zırh";"Vysoce tvrzený válcovaný pancíř";"High hardness rolled armour";"High hardness rolled armor";"เกราะรีดความแข็งสูง";"고경도압연장갑";"高\t硬\t度\t装\t甲";"高硬度延鋼装甲";"高\t硬\t度\t装\t甲";;
"armor_class/fireproof_composite";"Fireproof container";"Protection anti-feu";"Paratia Tagliafuoco";"Feuerfester Behälter";"Contenedor ignífugo";"Огнеупорный контейнер";"Вогнетривкий контейнер";"Przedział ognioodporny";"Contentor à prova de fogo";"Ateşe dayanıklı konteyner";"Požáru-odolný kontejner";"Fireproof container";"Kontainer tahan api";"ภาชนะกันไฟ";"내화성 용기";"防\t火\t容\t器";"耐火\tコンテナ";"防\t火\t隔\t艙";;
"armor_class/aluminum_armor_AMS_4050A";"Aluminium alloy AMS 4050A";"Alliage d’aluminium AMS 4050A";"Lega di alluminio AMS 4050A";"Aluminiumlegierung AMS 4050A";"Aleación de aluminio AMS 4050A";"Алюминиевый сплав AMS 4050A";"Алюмінієвий сплав AMS 4050A";"Stop aluminium AMS 4050A";"Liga de alumínio AMS 4050A";"Alüminyum alaşım AMS 4050A";"Slitina hliníku AMS 4050A";"Aluminium alloy AMS 4050A";"Paduan aluminium AMS 4050A";"โลหะผสมอลูมิเนียม AMS 4050A";"알루미늄 합금 AMS 4050A";"AMS 4050A 铝\t合\t金";"アルミニウム\t合金 AMS 4050A";"AMS 4050A 铝\t合\t金";;
"armor_class/aluminum_armor_7039";"Aluminium alloy 7039";"Alliage d'aluminium 7039";"Lega di alluminio 7039";"Aluminiumlegierung 7039";"Aleación de aluminio 7039";"Алюминиевый сплав 7039";"Алюмінієвий сплав 7039";"Stop aluminium 7039";"Liga de alumínio 7039";"Alüminyum alaşım 7039";"Slitina hliníku 7039";"Aluminium alloy 7039";"Paduan aluminium 7039";"โลหะผสมอลูมิเนียม 7039";"알루미늄 합금 7039";"7039 铝\t合\t金";"アルミニウム\t合金\t7039";"7039 鋁\t合\t金";;
"armor_class/aluminum_armor_7020";"Aluminium alloy 7020";"Alliage d'aluminium 7020";"Lega di alluminio 7020";"Aluminiumlegierung 7020";"Aleación de aluminio 7020";"Алюминиевый сплав 7020";"Алюмінієвий сплав 7020";"Stop aluminium 7020";"Liga de alumínio 7020";"Alüminyum alaşım 7020";"Slitina hliníku 7020";"Aluminium alloy 7020";"Paduan aluminium 7020";"โลหะผสมอลูมิเนียม 7020";"알루미늄 합금 7020";"7020 铝\t合\t金";"アルミニウム\t合金\t7020";"7020 鋁\t合\t金";;
"armor_class/aluminum_armor_5083";"Aluminium alloy 5083";"Alliage d'aluminium 5083";"Lega di alluminio 5083";"Aluminiumlegierung 5083";"Aleación de aluminio 5083";"Алюминиевый сплав 5083";"Алюмінієвий сплав 5083";"Stop aluminium 5083";"Liga de alumínio 5083";"Alüminyum alaşım 5083";"Slitina hliníku 5083";"Aluminium alloy 5083";"Paduan aluminium 5083";"โลหะผสมอลูมิเนียม 5083";"알루미늄 합금 5083";"5083 铝\t合\t金";"アルミニウム\t合金\t5083";"5083 鋁\t合\t金";;
"armor_class/aluminum_armor_AA_7017";"Aluminium alloy AA7017";"Alliage d'aluminium AA7017";"Lega di alluminio AA7017";"Aluminiumlegierung AA7017";"Aleación de aluminio AA7017";"Алюминиевый сплав AA7017";"Алюмінієвий сплав AA7017";"Stop aluminium AA7017";"Liga de alumínio AA7017";"Alüminyum alaşım AA7017";"Slitina hliníku AA7017";"Aluminium alloy AA7017";"Paduan aluminium AA7017";"โลหะผสมอลูมิเนียม AA7017";"알루미늄 합금 AA7017";"AA7017 铝\t合\t金";"アルミニウム\t合金\tAA7017";"AA7017 鋁\t合\t金";;
"armor_class/RHAHH_tank_modern";"High hardness rolled armor";"Blindage laminé à grande résistance";"Corazza ad elevata durezza";"Gehärteter Panzerstahl (HHA)";"Blindaje laminado de alta dureza";"Катаная броня высокой твёрдости";"Катана броня високої твердості";"Pancerz walcowany o dużej twardości";"Armadura laminada de elevada dureza";"Haddelenmiş yüksek sertlikte zırh";"Vysoce tvrzený válcovaný pancíř";"High hardness rolled armour";"High hardness rolled armor";"เกราะรีดความแข็งสูง";"고경도압연장갑";"高\t硬\t度\t装\t甲\t（战\t后）";"高硬度延鋼装甲";"高\t硬\t度\t軋\t制\t裝\t甲";;
"armor_class/t_80b_composite_armor";"Quartz core";"Noyau de quartz";"Nucleo di quarzo";"Quarzkern";"Núcleo de cuarzo";"Кварцевый стержень";"Кварцовий стрижень";"Rdzeń kwarcowy";"Núcleo de quartzo";"Kuvars çekirdek";"Křemenné jádro";"Quartz core";"Quartz core";"แกนควอตซ์";"쿼츠 코어";"石\t英\t夹\t层";"クォーツコア";"石\t英\t夾\t層";;
"armor_class/t_80u_turret_composite_armor";"Cellular armor";"Blindage cellulaire";"Corazza Cellulare";"Zellulare Rüstung";"Blindaje celular";"Ячеистый наполнитель";"Комірчастий наповнювач";"Pancerz komorowy";"Blindagem celular";"Gözenekli zırh";"Plástvový pancíř";"Cellular armour";"Cellular armor";"เกราะเซลลูลาร์";"셀룰러 장갑";"蜂\t窝\t装\t甲";"区画式装甲";"隔\t間\t裝\t甲";;
"armor_class/mexas_2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";"MEXAS 2";;
