"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"he_111h_6_killstreak";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";"He 111 H-6";;
"ju_87d_5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";;
"ju_87d_5_killstreak";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";"Ju 87 D-5";;
"il_2m_1943_killstreak";"IL-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"Ил-2М (1943)";"Іл-2M (1943)";"Ił-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"IL-2M (1943)";"伊\t尔\t-2M 1943 型";"IL-2M (1943)";"伊\t爾\t-2M (1943)";;
"yak_9_killstreak";"Yak-9";"Yak-9";"Yak-9";"Yak-9";"Yak-9";"Як-9";"Як-9";"Jak-9";"Yak-9";"Yak-9";"Jak-9";"Yak-9";"Yak-9";"Yak-9";"Yak-9";"雅\t克\t-9";"Yak-9";"雅\t克\t-9";;
"firefly_mk5_killstreak";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR.Mk.V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"Firefly FR Mk V";"파이어플라이 FR Mk V";"萤\t火\t虫 FR Mk V";"ファイアフライ FR Mk V";"螢\t火\t蟲 FR Mk V";;
"wyvern_s4_killstreak";"Wyvern S4";"Wyvern S4";"Wyvern S4";"Wyvern S4";"Wyvern S4";"Wyvern S.4";"Wyvern S4";"Wyvern S4";"Wyvern S4";"Wyvern S4";"Wyvern S4";"Wyvern S4";"Wyvern S4";"Wyvern S4";"와이번 S4";"飞\t龙 S.4";"ワイバーン S4";"飛\t龍 S4";;
"f4f_4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";"F4F-4";;
"f4f_4_prem";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆F4F-4┆";"┆\tF4F-4\t┆";"┆F4F-4┆";"┆\tF4F-4\t┆";;
"f8f1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";;
"f8f1_killstreak";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";"F8F-1";;
"sb2c_1c";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";;
"sb2c_1c_killstreak";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";"SB2C-1C";;
"a6m5_zero_killstreak";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"A6M5";"零\t战\t五\t二\t型";"A6M5";"A6M5";;
"p_47n_15_killstreak";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";"P-47N-15";;
"la_9_killstreak";"La-9";"La-9";"La-9";"La-9";"La-9";"Ла-9";"Ла-9";"Ła-9";"La-9";"La-9";"La-9";"La-9";"La-9";"La-9";"La-9";"拉\t-9";"La-9";"拉\t-9";;
"la_9";"La-9";"La-9";"La-9";"La-9";"La-9";"Ла-9";"Ла-9";"Ła-9";"La-9";"La-9";"La-9";"La-9";"La-9";"La-9";"La-9";"拉\t-9";"La-9";"拉\t-9";;
"bf_109k_4_killstreak";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";"Bf 109 K-4";;
"seafire_mk3_killstreak";"Seafire LF Mk.III";"Seafire LF Mk III";"Seafire LF Mk.III";"Seafire LF Mk.III";"Seafire LF Mk. III";"Seafire LF Mk.III";"Seafire LF Mk.III";"Seafire LF Mk.III";"Seafire LF Mk.III";"Seafire LF Mk.III";"Seafire LF Mk.III";"Seafire LF Mk.III";"Seafire LF Mk.III";"Seafire LF Mk.III";"시파이어 LF Mk.III";"海\t火 LF Mk III";"シーファイア LF Mk.III";"海\t火 LF Mk.III";;
"f4u_4_killstreak";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";;
"f4u_4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";"F4U-4";;
"e7k2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"E7K2";"九\t四\t式\t二\t号\t水\t侦";"E7K2";"九\t四\t式\t二\t號\t水\t偵";;
"e8n2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"E8N2";"九\t五\t式\t二\t号\t水\t侦";"E8N2";"九\t五\t式\t二\t號\t水\t偵";;
"osprey_mk4";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"Osprey Mk IV";"오스프리 Mk IV";"鱼\t鹰 Mk IV";"オスプレイ Mk IV";"魚\t鷹 Mk IV";;
"kor_1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"КОР-1";"КОР-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";"KOR-1";;
"arado_196a_3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";"Ar 196 A-3";;
"os2u_1_naval";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";"OS2U-1";;
"soc_1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";"SOC-1";;
"germ_cruiser_admiral_hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"Admiral Hipper";"아트미랄 히퍼";"希\t佩\t尔\t海\t军\t上\t将";"アドミラル・ヒッパー";"希\t佩\t爾\t海\t軍\t上\t將";;
"us_destroyer_porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS Porter";"USS 포터";"波\t特";"アメリカ\t海軍 ポーター";"波\t特";;
"us_cruiser_cleveland_class_cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS Cleveland";"USS 클리블랜드";"克\t利\t夫\t兰";"アメリカ\t海軍 クリーブランド";"克\t里\t夫\t蘭";;
"us_battlecruiser_alaska_class";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS Alaska";"USS 알래스카";"阿\t拉\t斯\t加";"アメリカ\t海軍 アラスカ";"阿\t拉\t斯\t加";;
"ussr_battleship_parizhskaya_kommuna";"Parizhskaya kommuna";"Parizhskaya Kommuna";"Parizhskaya kommuna";"Parizhskaya Kommuna";"Parizhskaya kommuna";"Парижская коммуна";"Паризька комуна";"Pariżskaja Kommuna";"Parizhskaya kommuna";"Parizhskaya kommuna";"Parižskaja kommuna";"Parizhskaya kommuna";"Parizhskaya kommuna";"Parizhskaya kommuna";"파리시스카야 코뮤나";"巴\t黎\t公\t社";"パリジスカヤ・コンムナ";"巴\t黎\t公\t社";;
"jp_battleship_hyuga";"IJN Hyuga";"Hyūga";"IJN Hyuga";"IJN Hyuga";"IJN Hyuga";"IJN Hyuga";"IJN Hyuga";"IJN Hyuga";"MIJ Hyuga";"IJN Hyuga";"IJN Hjúga";"IJN Hyuga";"IJN Hyuga";"IJN Hyuga";"IJN 휴우가";"日\t向";"大日本帝國海軍 日向";"日\t向";;
"ussr_cruiser_kirov";"Kirov";"Kirov";"Kirov";"Kirov";"Kirov";"Киров";"Кіров";"Kirow";"Kirov";"Kirov";"Kirov";"Kirov";"Kirov";"Kirov";"키로프";"基\t洛\t夫";"キーロフ";"基\t洛\t夫";;
"us_sub_balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS Balao";"USS 발라오";"巴\t劳\t鱵";"アメリカ\t海軍 バラオ";"USS 巴\t勞\t鱵";;
"germ_sub_type_7";"Type VII-class";"Classe Type VII";"Classe Tipo VII";"U-Boot-Klasse VII";"Clase Tipo VII";"Тип VII";"Тип VII";"Typ VII";"Classe Type VII";"Type VII-class";"Třída typ VII";"Type VII-class";"Type VII-class";"Type VII-class";"7형 유보트";"VII 级\t型";"VII\t型";"VII 級";;
"ussr_sub_type_k";"Type K-class";"Classe K";"Classe Tipo K";"Typ K-Klasse";"Clase Tipo K";"Тип К";"Тип К";"Typ K";"Classe Type K";"Type K-class";"Třída typ K";"Type K-class";"Type K-class";"Type K-class";"K급 잠수함";"K 级\t型";"K\t型";"K 級";;
"us_sub_tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS Tang";"USS 탱";"刺\t尾\t鲷";"アメリカ\t海軍 タング";"USS 刺\t尾\t鯛";;
"germ_sub_type_21";"Type XXI-class";"Classe Type XXI";"Classe Tipo XXI";"Typ XXI-Klasse";"Clase Tipo XXI";"Тип XXI";"Тип XXI";"Typ XXI";"Classe Type XXI";"Type XXI-class";"Třída typ XXI";"Type XXI-class";"Type XXI-class";"Type XXI-class";"21형 유보트";"XXI 级\t型";"XXI\t型";"XXI 級";;
"ussr_sub_pr613";"Type pr. 613-class";"Classe Projet 613";"Classe Tipo pr.613";"Projekt 613-Klasse";"Clase Tipo pr. 613";"Тип пр. 613";"Тип пр. 613";"Projekt 613";"Classe Type pr. 613";"Type pr. 613-class";"Třída typ Pr. 613";"Type pr. 613-class";"Type pr. 613-class";"Type pr. 613-class";"Pr. 613급 잠수함";"613 工\t程\t级";"pr. 613型";"613 工\t程\t級";;
"germ_destroyer_class1934a_1940";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z 12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 Erich Giese";"Z12 에리히 기에세";"Z 12";"Z12 エーリッヒ・ギーゼ";"Z 12 埃\t里\t希·吉\t澤";;
"ussr_destroyer_7y";"Soobrazitelny";"Soobrazitelny";"Soobrazitelny";"Soobrazitelny";"Soobrazitelny";"Сообразительный";"Кмітливий";"Soobrazitelnyj";"Soobrazitelny";"Soobrazitelny";"Soobrazitělnyj";"Soobrazitelny";"Soobrazitelny";"Soobrazitelny";"소브라지텔니";"灵\t敏";"ソーブラジテルヌイ";"靈\t敏";;
"ussr_destroyer_pr56_spokoinyy";"Spokoinyy";"Spokoiny";"Spokoinyy";"Spokoinyy";"Spokoinyy";"Спокойный";"Спокійний";"Spokojnyj";"Spokoinyy";"Spokoinyy";"Spokojnyj";"Spokoinyy";"Spokoinyy";"Spokoinyy";"스포코이니";"平\t静";"スポコーイヌイ";"平\t靜";;
"uk_destroyer_hunt_4series";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS Brissenden";"HMS 브리센덴";"布\t里\t森\t登";"イギリス\t海軍 ブリッセンデン";"HMS 布\t里\t森\t登";;
"germ_destroyer_class1936a_mob_z32";"Z32";"Z32";"Z32";"Z 32";"Z32";"Z32";"Z32";"Z32";"Z32";"Z32";"Z32";"Z32";"Z32";"Z32";"Z32";"Z 32";"Z32";"Z 32";;
"uk_destroyer_tribal";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS Eskimo";"HMS 에스키모";"爱\t斯\t基\t摩\t人";"イギリス\t海軍 エスキモー";"HMS 愛\t斯\t基\t摩";;
"uk_battleship_dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS Dreadnought";"HMS 드레드노트";"无\t畏";"イギリス\t海軍 ドレッドノート";"HMS 無\t畏";;
"uk_battlecruiser_invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS Invincible";"HMS 인빈시블";"无\t敌";"イギリス\t海軍 インヴィンシブル";"HMS 無\t敵";;
"ussr_battleship_imperatritsa_mariya";"Imperatritsa Mariya";"Imperatritsa Mariya";"Imperatritsa Mariya";"Imperatritsa Mariya";"Imperatritsa Mariya";"Императрица Мария";"Імператриця Марія";"Impieratrica Marija";"Imperatritsa Mariya";"Imperatritsa Mariya";"Imperatrica Marija";"Imperatritsa Mariya";"Imperatritsa Mariya";"Imperatritsa Mariya";"임페라트리차 마리야";"玛\t丽\t亚\t皇\t后";"インペラトリッツァ・マリーヤ";"瑪\t麗\t亞\t皇\t后";;
"ussr_battleship_poltava";"Poltava";"Poltava";"Poltava";"Poltava";"Poltava";"Полтава";"Полтава";"Połtawa";"Poltava";"Poltava";"Poltava";"Poltava";"Poltava";"Poltava";"폴타바";"波\t尔\t塔\t瓦";"ポルタヴァ";"波\t爾\t塔\t瓦";;
"us_battleship_wyoming_class";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS Wyoming";"USS 와이오밍";"怀\t俄\t明";"アメリカ\t海軍 ワイオミング";"USS 懷\t俄\t明";;
"us_destroyer_fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS Fletcher";"USS 플레처";"弗\t莱\t彻";"アメリカ\t海軍 フレッチャー";"USS 弗\t萊\t徹";;
"uk_cruiser_kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS Kent";"HMS 켄트";"肯\t特";"イギリス\t海軍 ケント";"HMS 肯\t特";;
"germ_cruiser_nurnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"Nürnberg";"뉘른베르크";"纽\t伦\t堡";"ニュルンベルク";"紐\t倫\t堡";;
"ussr_cruiser_sverdlov";"Sverdlov";"Sverdlov";"Sverdlov";"Sverdlov";"Sverdlov";"Свердлов";"Свердлов";"Swierdłow";"Sverdlov";"Sverdlov";"Sverdlov";"Sverdlov";"Sverdlov";"Sverdlov";"스베르들로프";"斯\t维\t尔\t德\t洛\t夫";"スヴェルドロフ";"斯\t維\t爾\t德\t洛\t夫";;
"jp_cruiser_furutaka";"IJN Furutaka";"Furutaka";"IJN Furutaka";"IJN Furutaka";"Furutaka";"IJN Furutaka";"IJN Furutaka";"IJN Furutaka";"MIJ Furutaka";"IJN Furutaka";"IJN Furutaka";"IJN Furutaka";"IJN Furutaka";"IJN Furutaka";"IJN 후루타카";"古\t鹰";"大日本帝國海軍 古鷹";"古\t鷹";;
"uk_cruiser_southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS Southampton";"HMS 사우스햄튼";"南\t安\t普\t敦";"イギリス\t海軍 サウサンプトン";"HMS 南\t安\t普\t敦";;
"us_cruiser_new_orleans_class";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS New Orleans";"USS 뉴올리언스";"新\t奥\t尔\t良";"アメリカ\t海軍 ニューオーリンズ";"USS 新\t奧\t爾\t良";;
"us_battleship_north_dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS North Dakota";"USS 노스다코타";"北\t达\t科\t他";"アメリカ\t海軍 ノースダコタ";"USS 北\t達\t科\t他";;
"jp_cruiser_tone";"IJN Tone";"Tone";"IJN Tone";"IJN Tone";"IJN Tone";"IJN Tone";"IJN Tone";"IJN Tone";"MIJ Tone";"IJN Tone";"IJN Tone";"IJN Tone";"IJN Tone";"IJN Tone";"IJN 토네";"利\t根";"大日本帝國海軍 利根";"利\t根";;
"germ_battleship_helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS Helgoland";"SMS 헬골란트";"黑\t尔\t戈\t兰";"SMS ヘルゴラント";"SMS 黑\t爾\t戈\t蘭";;
"germ_battleship_kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS Kaiser";"SMS 카이저";"皇\t帝";"SMS カイザー";"SMS 皇\t帝";;
"germ_battleship_scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"Scharnhorst";"샤른호르스트";"沙\t恩\t霍\t斯\t特";"シャルンホルスト";"沙\t恩\t霍\t斯\t特";;
"jp_destroyer_akizuki";"IJN Akizuki";"Akizuki";"IJN Akizuki";"IJN Akizuki";"IJN Akizuki";"IJN Akizuki";"IJN Akizuki";"IJN Akizuki";"MIJ Akizuki";"IJN Akizuki";"IJN Akizuki";"IJN Akizuki";"IJN Akizuki";"IJN Akizuki";"IJN 아키즈키";"秋\t月";"大日本帝國海軍 秋月";"秋\t月";;
"jp_destroyer_hatsuzuki";"IJN Hatsuzuki";"Hatsuzuki";"IJN Hatsuzuki";"IJN Hatsuzuki";"IJN Hatsuzuki";"IJN Hatsuzuki";"IJN Hatsuzuki";"IJN Hatsuzuki";"MIJ Hatsuzuki";"IJN Hatsuzuki";"IJN Hacuzuki";"IJN Hatsuzuki";"IJN Hatsuzuki";"IJN Hatsuzuki";"IJN 하츠즈키";"初\t月";"大日本帝國海軍 初月";"初\t月";;
"jp_destroyer_fubuki";"IJN Ayanami";"Ayanami";"IJN Ayanami";"IJN Ayanami";"IJN Ayanami";"IJN Ayanami";"IJN Ayanami";"IJN Ayanami";"MIJ Ayanami";"IJN Ayanami";"IJN Ajanami";"IJN Ayanami";"IJN Ayanami";"IJN Ayanami";"IJN 아야나미";"绫\t波";"大日本帝國海軍 綾波";"綾\t波";;
"uk_battleship_warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS Warspite";"HMS 워스파이트";"厌\t战";"イギリス\t海軍 ウォースパイト";"HMS 厭\t戰";;
"ussr_battlecruiser_stalingrad";"Stalingrad";"Stalingrad";"Stalingrad";"Stalingrad";"Stalingrado";"Сталинград";"Сталінград";"Stalingrad";"Stalingrad";"Stalingrad";"Stalingrad";"Stalingrad";"Stalingrad";"สตาลินกราด";"스탈린그라드";"斯\t大\t林\t格\t勒";"スターリングラード";"史\t達\t林\t格\t勒";;
"uk_battleship_king_george_1945";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS King George V";"HMS 킹 조지 5세";"英\t王\t乔\t治\t五\t世";"イギリス\t海軍 キング・ジョージ\t5世";"HMS 英\t王\t喬\t治\t五\t世";;
"jp_battleship_fuso";"IJN Fuso";"Fusō";"IJN Fuso";"IJN Fuso";"IJN Fuso";"IJN Fuso";"IJN Fuso";"IJN Fuso";"MIJ Fuso";"IJN Fuso";"IJN Fusó";"IJN Fuso";"IJN Fuso";"IJN Fuso";"IJN 후소";"扶\t桑";"大日本帝國海軍 扶桑";"扶\t桑";;
"jp_battleship_settsu";"IJN Settsu";"Settsu";"IJN Settsu";"IJN Settsu";"IJN Settsu";"IJN Settsu";"IJN Settsu";"IJN Settsu";"MIJ Settsu";"IJN Settsu";"IJN Seccu";"IJN Settsu";"IJN Settsu";"IJN Settsu";"IJN 셋츠";"摄\t津";"大日本帝國海軍 摂津";"攝\t津";;
"us_battleship_iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS Iowa";"USS 아이오와";"衣\t阿\t华";"アメリカ\t海軍 アイオワ";"USS 愛\t荷\t華";;
"germ_battleship_tirpitz_1944";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"Tirpitz";"티르피츠";"提\t尔\t皮\t茨";"ティルピッツ";"鐵\t必\t制";;
