"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"he_i_t/name";"High-explosive incendiary tracer shell";"Obus explosif incendiaire traçant ";"Proiettile tracciante incendiario altamente esplosivo";"Hochexplosive Brandgranate mit Leuchtspur";"Proyectil alto-explosivo incendiario trazador";"Фугасный зажигательный трассирующий снаряд";"Фугасний запальний трасуючий снаряд";"Pocisk burząco-zapalająco-smugowy";"Bala explosiva incendiária e tracejante";"Yüksek patlayıcı yanıcı izli mermi";"výbušný zápalný trasovací náboj";"Εμπρηστικό τροχιοδεικτικό βλήμα υψηλής εκρηκτικότητας";"Selongsong High-Explosive Incendiary Tracer";"ลูกปืนเพลิงหัวระเบิดแรงสูงส่องวิถี";"고폭소이예광탄";"高\t爆\t燃\t烧\t曳\t光\t弹";"曳光焼夷榴弾";"高\t爆\t燃\t燒\t曳\t光\t彈";;
"he_i_t/name/short";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"ФЗТ";"ФЗТ";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";;
"he_i_mine/name";"High-explosive incendiary shell (minengeschoß)";"Obus explosif incendiaire (Minengeschoß)";"Proiettile altamente esplosivo incendiario (minengeschoß)";"Minengeschoss (Hochexplosive Brandgranate)";"Proyectil alto-explosivo incendiario (minengeschoß)";"Фугасный зажигательный снаряд (minengeschoß)";"Фугасний запальний снаряд (minengeschoß)";"Pocisk burząco-zapalający (minengeschoß)";"Bala explosiva incendiária (minengeschoß)";"Yüksek patlayıcı yanıcı mermi (katmanlı mayın)";"výbušná zápalná (minengeschoß)";"Εμπρηστικό βλήμα υψηλής εκρηκτικότητας (minengeschoß)";"Selongsong High-Explosive Incendiary (minengeschoß)";"ลูกปืนเพลิงหัวระเบิดแรงสูง (minengeschoß)";"미넨게쇼스 고폭소이탄";"高\t爆\t燃\t烧\t弹 (薄\t壳\t弹)";"焼夷榴弾 (minengeschoß)";"高\t爆\t燃\t燒\t彈 (薄\t殼\t彈)";;
"he_i_mine/name/short";"HEI";"HEI";"HEI";"HEI (M)";"HEI";"ФЗ";"ФЗ";"HEI";"HEI";"HEI";"HEI";"HEI";"HEI";"HEI";"HEI";"HEI";"HEI";"HEI";;
"he_i_t_mine/name";"High-explosive incendiary tracer shell (minengeschoß)";"Obus explosif incendiaire traçant (Minengeschoß)";"Proiettile altamente esplosivo incendiario tracciante (minengeschoß)";"Minengeschoss (Hochexplosive Brandgranate) mit Leuchtspur";"Proyectil alto-explosivo incendiario trazador (minengeschoß)";"Фугасный зажигательный трассирующий снаряд (minengeschoß)";"Фугасний запальний трасуючий снаряд (minengeschoß)";"Pocisk burząco-zapalająco-smugowy (minengeschoß)";"Bala explosiva incendiária com tracejante (minengeschoß)";"Yüksek patlayıcı yanıcı izli mermi (katmanlı mayın)";"výbušná zápalná trasovací (minengeschoß)";"Εμπρηστικό τροχιοδεικτικό βλήμα υψηλής εκρηκτικότητας (minengeschoß)";"Selongsong High-Explosive Incendiary Tracer (minengeschoß)";"ลูกปืนเพลิงหัวระเบิดแรงสูงส่องวิถี (minengeschoß)";"미넨게쇼스 고폭소이예광탄";"高\t爆\t燃\t烧\t曳\t光\t弹 (薄\t壳\t弹)";"曳光焼夷榴弾 (minengeschoß)";"高\t爆\t燃\t燒\t曳\t光\t彈 (薄\t殼\t彈)";;
"he_i_t_mine/name/short";"HEI-T";"HEI-T";"HEI-T";"HEI-T (M)";"HEI-T";"ФЗТ";"ФЗТ";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";;
"he_i_t_n_mine/name";"High-explosive incendiary tracer shell (minengeschoß, night tracer)";"Obus explosif incendiaire traçante (Minengeschoß, traceur de nuit)";"Proiettile altamente esplosivo incendiario tracciante (minengeschoß, tracciante notturno)";"Minengeschoss (Hochexplosive Brandgranate) mit Leuchtspur für Nachteinsätze";"Proyectil alto-explosivo incendiario trazador (minengeschoß, trazador nocturno)";"Фугасный зажигательный трассирующий снаряд (minengeschoß, ночной)";"Фугасний запальний трасуючий снаряд (minengeschoß, нічний)";"Pocisk burząco-zapalająco-smugowy (minengeschoß, ładunek smugowy do ataków w nocy)";"Bala explosiva incendiaria com tracejante (minengeschoß, tracejante noturna)";"Yüksek patlayıcı yanıcı izli mermi (minengeschoß,  gece atışı için izli mermi)";"výbušná zápalná trasovací noční (minengeschoß)";"Εμπρηστικό τροχιοδεικτικό βλήμα υψηλής εκρηκτικότητας (minengeschoß, νυχτερινός τροχιοδείκτης)";"Selongsong High-Explosive Incendiary Tracer (minengeschoß, night tracer)";"ลูกปืนเพลิงหัวระเบิดแรงสูงส่องวิถี (minengeschoß, ส่องวิถีกลางคืน)";"미넨게쇼스 고폭소이야간예광탄";"高\t爆\t燃\t烧\t曳\t光\t弹 (薄\t壳\t弹，\t夜\t间\t曳\t光)";"曳光焼夷榴弾 (minengeschoß、\t夜間用曳光弾)";"高\t爆\t燃\t燒\t曳\t光\t彈 (薄\t殼\t彈、\t夜\t間\t曳\t光)";;
"he_i_t_n_mine/name/short";"HEI-T";"HEI-T";"HEI-T";"HEI-T (M)";"HEI-T";"ФЗТ";"ФЗТ";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";"HEI-T";;
"he_frag/name";"High-explosive fragmentation shell";"Obus explosif à fragmentation";"Proiettile altamente esplosivo a frammentazione";"Hochexplosive Splittergranate";"Proyectil alto-explosivo de fragmentación";"Осколочно-фугасный снаряд";"Осколково-фугасний снаряд";"Pocisk burząco-odłamkowy";"Bala explosiva de fragmentação";"Yüksek patlayıcı taarruz mermisi";"výbušná tříštivá";"Βλήμα υψηλής εκρηκτικότητας θραυσμάτων";"Selongsong High-Explosive Fragmentation";"ลูกปืนหัวระเบิดแรงสูงสะเก็ดระเบิด";"고폭파편탄";"高\t爆\t破\t片\t弹";"破砕榴弾";"高\t爆\t破\t片\t彈";;
"he_frag/name/short";"HEF";"HEF";"HEF";"HEF";"HEF";"ОФ";"ОФ";"HEF";"HEF";"HEF";"HEF";"HEF";"HEF";"HEF";"HEF";"HEF";"HEF";"HEF";;
"he_vt/name";"High-explosive variable time fuze shell";"Obus hautement explosif (HE) à temps de détonation variable";"Proiettili Esplosivi con spoletta a tempo variabile";"Hochexplosives Geschoss mit variablem Zeitzünder";"Proyectil alto-explosivo de espoleta de tiempo variable";"Осколочно-фугасный снаряд с радиовзрывателем";"Осколково-фугасний снаряд з радіопідривником";"Pociski wybuchowe z zapalnikiem czasowym";"High-explosive variable time fuze shell";"Yüksek patlayıcılı değişik zamanlı tapa mermisi";"výbušný náboj s nastavitelnou časovou roznětkou";"Βλήμα με πυροκροτητή μεταβλητού χρόνου υψηλής εκρηκτικότητας";"Selongsong High-Explosive Variable Time Fuze";"ลูกปืนชนวนแปรเวลาระเบิดแรงสูง";"가변 시한신관 고폭탄";"榴\t弹 (近\t炸\t引\t信)";"高性能近接信管砲弾";"近\t發\t引\t信\t高\t爆\t彈";;
"he_vt/name/short";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";"HE-VT";;
"he_tf/name";"High-explosive time fuze shell";"Obus hautement explosif à retardement";"Ad alto esplosivo con spoletta a tempo";"Hochexplosives Geschoss mit Zeitzünder";"Proyectil alto-explosivo de espoleta de tiempo";"Осколочно-фугасный снаряд с дистанционным взрывателем";"Осколково-фугасний снаряд з дистанційним підривником";"High-explosive time fuze shell";"High-explosive time fuze shell";"Yüksek patlayıcılı ihtiraklı tapa mermisi";"výbušný náboj s nastavitelnou časovou roznětkou";"Βλήμα με χρονικό πυροκροτητή υψηλής εκρηκτικότητας";"Selongsong High-Explosive Time Fuze";"ลูกปืนชนวนตั้งเวลาระเบิดแรงสูง";"시한신관 고폭탄";"榴\t弹 (时\t间\t引\t信)";"HETF\t弾";"定\t時\t引\t信\t高\t爆\t彈";;
"he_tf/name/short";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"ОФ-ДВ";"ОФ-ДП";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";;
"he_frag_t/name";"High-explosive fragmentation tracer shell";"Obus explosif traçant à fragmentation";"Proiettile tracciante altamente esplosivo a frammentazione";"Hochexplosive Splittergranate mit Leuchtspur";"Proyectil alto-explosivo de fragmentación trazador";"Осколочно-фугасный трассирующий снаряд";"Осколково-фугасний трасуючий снаряд";"Pocisk burząco-odłamkowo-smugowy";"Bala explosiva tracejante de fragmentação";"Yüksek patlayıcılı parça tesirli izli mermi";"výbušná tříštivá trasovací";"Τροχιοδεικτικό βλήμα υψηλής εκρηκτικότητας θραυσμάτων";"Selongsong High-Explosive Fragmentation Tracer";"ลูกปืนระเบิดแรงสูงสะเก็ดระเบิดแบบส่องวิถี";"고폭파편예광탄";"高\t爆\t破\t片\t曳\t光\t弹";"破砕曳光榴弾";"高\t爆\t破\t片\t曳\t光\t彈";;
"he_frag_t/name/short";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"ОФТ";"ОФТ";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"HEF-T";"HEF-T";;
"he_frag_i_t/name";"High-explosive fragmentation incendiary tracer shell";"Obus explosif incendiaire traçant à fragmentation";"Proiettile tracciante incendiario altamente esplosivo a frammentazione";"Hochexplosive Splittergranate mit Brandsatz und Leuchtspur";"Proyectil alto-explosivo de fragmentación incendiario trazador";"Осколочно-фугасный зажигательный трассирующий снаряд";"Осколково-фугасний запальний трасуючий снаряд";"Pocisk burząco-odłamkowo-zapalająco-smugowy";"Bala de fragmentação explosiva incendiária com tracejante";"Yüksek patlayıcı parça tesirli yanıcı izli mermi";"výbušná tříštivá zápalná trasovací";"Εμπρηστικό τροχιοδεικτικό βλήμα υψηλής εκρηκτικότητας θραυσμάτων";"Selongsong High-Explosive Fragmentation Incendiary Tracer";"ลูกปืนเพลิงระเบิดแรงสูงสะเก็ดระเบิดแบบส่องวิถี";"고폭파편소이예광탄";"高\t爆\t破\t片\t燃\t烧\t曳\t光\t弹";"破砕曳光焼夷榴弾";"高\t爆\t破\t片\t燃\t燒\t曳\t光\t彈";;
"he_frag_i_t/name/short";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"ОФЗТ";"ОФЗТ";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";"HEFI-T";;
"he_frag_i/name";"High-explosive fragmentation incendiary shell";"Obus explosif incendiaire à fragmentation";"Proiettile incendiario altamente esplosivo a frammentazione";"Hochexplosive Splittergranate mit Brandsatz";"Proyectil alto-explosivo de fragmentación incendiario";"Осколочно-фугасный зажигательный снаряд";"Осколково-фугасний запальний снаряд";"Pocisk burząco-odłamkowo-zapalający";"Bala de fragmentação explosiva incendiária";"Yüksek patlayıcı parça tesirli yanıcı çekirdek";"výbušná tříštivá zápalná";"Εμπρηστικό βλήματα υψηλής εκρηκτικότητας θραυσμάτων";"Selongsong High-Explosive Fragmentation Incendiary";"ลูกปืนเพลิงระเบิดแรงสูงสะเก็ดระเบิด";"고폭파편소이탄";"高\t爆\t破\t片\t燃\t烧\t弹";"破砕焼夷榴弾";"高\t爆\t破\t片\t燃\t燒\t彈";;
"he_frag_i/name/short";"HEF-I";"HEF-I";"HEF-I";"HEF-I";"HEF-I";"ОФЗ";"ОФЗ";"HEF-I";"HEF-I";"HEF-I";"HEF-I";"HEF-I";"HEF-I";"HEF-I";"HEF-I";"HEFI";"HEF-I";"HEFI";;
"sapi/name";"Semi-armor-piercing incendiary shell";"Obus explosif à fragmentation (semi-perforant incendiaire)";"Proiettile altamente esplosivo a frammentazione (semi-perforante incendiario)";"Semi-panzerbrechende Brandgranate";"Proyectil incendiario semi-perforante";"Полубронебойный зажигательный снаряд";"Напівбронебійний запальний снаряд";"Pocisk burząco-odłamkowy (przeciwpancerno-zapalający)";"Bala de fragmentação explosiva (semi perfurante incendiária)";"Yüksek patlayıcı parça tesirli (yarı zırh delici yanıcı) çekirdek";"Poloprůbojna zápalná";"Εμπρηστικό ημι-διατρητικό βλήμα";"Selongsong Semi-Armor-Piercing Incendiary";"ลูกปืนเพลิงกึ่งเจาะเกราะ";"준철갑소이형 고폭파편탄";"半\t穿\t甲\t燃\t烧\t高\t爆\t破\t片\t弹";"破砕(セミ\t徹甲焼夷弾) 榴弾";"半\t穿\t甲\t燃\t燒\t高\t爆\t破\t片\t彈";;
"sapi/name/short";"SAP-I";"HEF-SAPI";"HEF-SAPI";"HEF-SAPI";"HEF-SAPI";"ПБЗ";"ПБЗ";"HEF-SAPI";"HEF-SAPI";"HEF-SAPI";"SAP-I";"SAP-I";"SAP-I";"SAP-I";"HEF-SAPI";"HEF-SAPI";"HEF-SAPI";"SAP-I";;
"ap/name";"Armor-piercing shell";"Obus anti-blindage";"Proiettile perforante";"Panzerbrechendes Wuchtgeschoss";"Proyectil perforante de armadura";"Бронебойный снаряд";"Бронебійний снаряд";"Pocisk przeciwpancerny";"Bala perfurante";"Zırh delici çekirdek";"průbojná";"Διατρητικό βλήμα";"Selongsong Armor-Piercing";"ลูกปืนเจาะเกราะ";"철갑탄";"穿\t甲\t弹";"徹甲弾";"穿\t甲\t彈";;
"ap/name/short";"AP";"AP";"AP";"AP";"AP";"Б";"Б";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";;
"aphe/name";"Armor-piercing high-explosive shell";"Obus anti-blindage explosif";"Proiettile altamente esplosivo perforante";"Panzerbrechende Hochexplosivgranate";"Proyectil perforante altamente explosivo";"Бронебойный каморный снаряд";"Бронебійний каморний снаряд";"Pocisk przeciwpancerny z ładunkiem wybuchowym";"Bala perfurante explosiva";"Zırh delici yüksek patlayıcı çekirdek";"průbojná výbušná";"Διατρητικό βλήμα υψηλής εκρηκτικότητας";"Selongsong Armor-Piercing High-Explosive";"ลูกปืนเจาะเกราะหัวระเบิดแรงสูง";"철갑고폭탄";"穿\t甲\t榴\t弹";"徹甲榴弾";"穿\t甲\t榴\t彈";;
"aphe/name/short";"APHE";"APHE";"APHE";"APHE";"APHE";"Б";"Б";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";;
"aphe_t/name";"Armor-piercing high-explosive tracer shell";"Obus anti-blindage explosif avec traceur";"Proiettile perforante esplodente tracciante";"Panzerbrechende hochexplosive Leuchtspurgeschoss";"Proyectil trazador perforante alto explosivo";"Бронебойный трассирующий каморный снаряд";"Бронебійний трасуючий каморний снаряд";"Pocisk przeciwpancerny smugowy z ładunkiem wybuchowym";"Armor-piercing high-explosive tracer shell";"Zırh delici, yüksek patlayıcılı izli mermi";"průbojný výbušný trasovací náboj";"Τροχιοδεικτικό διατρητικό βλήμα υψηλής εκρηκτικότητας";"Selongsong Armor-Piercing High-Explosive Tracer";"ลูกปืนเจาะเกราะหัวรบระเบิดแรงสูงส่องวิถี";"철갑고폭예광탄";"穿\t甲\t高\t爆\t曳\t光\t弹";"APHET\t弾";"穿\t甲\t高\t爆\t曳\t光\t彈";;
"aphe_t/name/short";"APHET";"APHET";"APHET";"APHET";"APHET";"БT";"БT";"APHET";"APHET";"APHET";"APHET";"APHET";"APHET";"APHET";"APHET";"APHE-T";"APHET";"APHE-T";;
"apc_t/name";"Armor-piercing capped shell";"Obus anti-blindage avec coiffe de perforation";"Proiettile perforante incapsulato";"Panzerbrechendes Wuchtgeschoss mit Kappe (APC)";"Proyectil perforante con capa";"Бронебойный остроголовый снаряд (с бронебойным наконечником)";"Бронебійний гостроголовий снаряд з бронебійним наконечником";"Pocisk przeciwpancerny z czepcem";"Munição reforçada perfurante";"Zırh delici başlıklı mermi";"protipancéřová s představnou kuklou";"Καλυμμένο διατρητικό βλήμα";"Selongsong Armor-Piercing Capped";"ลูกปืนเจาะเกราะหุ้มหัวกระสุน";"피모철갑탄";"被\t帽\t穿\t甲\t弹";"被帽付徹甲弾";"被\t帽\t穿\t甲\t彈";;
"apc_t/name/short";"APC";"APC";"APC";"APC";"APC";"БТ";"БС";"Transporter opancerzony";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";;
"ap_t/name";"Armor-piercing tracer shell";"Obus traceur anti-blindage";"Proiettile perforante tracciante";"Panzerbrechende Granate mit Leuchtspur";"Proyectil perforante trazador";"Бронебойный трассирующий снаряд";"Бронебійний трасуючий снаряд";"Pocisk przeciwpancerno-smugowy";"Bala perfurante com tracejante";"Zırh delici izli çekirdek";"průbojná trasovací";"Τροχιοδεικτικό διατρητικό βλήμα";"Selongsong Armor-Piercing Tracer";"ลูกปืนเจาะเกราะส่องวิถี";"철갑예광탄";"穿\t甲\t曳\t光\t弹";"徹甲曳光弾";"穿\t甲\t曳\t光\t彈";;
"ap_t/name/short";"AP-T";"AP-T";"AP-T";"AP-T";"AP-T";"БТ";"БТ";"AP-T";"AP-T";"AP-T";"AP-T";"AP-T";"AP-T";"AP-T";"AP-T";"AP-T";"徹甲曳光弾";"AP-T";;
"ap_i/name";"Armor-piercing incendiary shell";"Obus incendiaire anti-blindage";"Proiettile perforante incendiario";"Panzerbrechende Granate mit Brandsatz";"Proyectil perforante incendiario";"Бронебойный зажигательный снаряд";"Бронебійний запальний снаряд";"Pocisk przeciwpancerno-zapalający";"Bala perfurante incendiária";"Zırh delici yanıcı çekirdek";"průbojná zápalná";"Εμπρηστικό διατρητικό βλήμα";"Selongsong Armor-Piercing Incendiary";"ลูกปืนเพลิงเจาะเกราะ";"철갑소이탄";"穿\t甲\t燃\t烧\t弹";"徹甲焼夷弾";"穿\t甲\t燃\t燒\t彈";;
"ap_i/name/short";"AP-I";"AP-I";"AP-I";"AP-I";"AP-I";"БЗ";"БЗ";"AP-I";"AP-I";"AP-I";"AP-I";"AP-I";"AP-I";"AP-I";"AP-I";"API";"AP-I";"API";;
"ap_i_t/name";"Armor-piercing incendiary tracer shell";"Obus incendiaire traçant anti-blindage";"Proiettile perforante incendiario tracciante";"Panzerbrechende Granate mit Brandsatz und Leuchtspur";"Proyectil trazador incendiario perforante";"Бронебойный зажигательный трассирующий снаряд";"Бронебійний запальний трасуючий снаряд";"Pocisk przeciwpancerno-zapalająco-smugowy";"Bala perfurante incendiária com tracejante";"Zırh delici yanıcı izli çekirdek";"průbojná zápalná trasovací";"Εμπρηστικό τροχιοδεικτικό διατρητικό βλήμα";"Selongsong Armor-Piercing Incendiary Tracer";"ลูกปืนเพลิงเจาะเกราะส่องวิถี";"철갑소이예광탄";"穿\t甲\t燃\t烧\t曳\t光\t弹";"徹甲曳光焼夷弾";"穿\t甲\t燃\t燒\t曳\t光\t彈";;
