"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"caliber_7.92/desc";"7.92 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 7.92 mm avec %s balles";"Munizioni da 7.92 mm con proiettili %s";"7,92mm Maschinengewehrmunition: %s";"Ametralladora de 7.92 mm con un bastidor cargado con %s balas";"В боекомплект 7,92-мм пулемёта входят пули %s";"До боєкомплекту 7,92-мм кулемета входять кулі %s";"Taśma amunicyjna karabinu kal. 7.92 mm załadowana pociskami  %s";"Conjunto de munições de metralhadora de 7.92 mm de tipo %s";"%s mermi rafı 7.92 mm makineli tüfek mühimmatı ile dolduruldu";"7,92 mm munice s %s náboji";"ράφι για βλήματα πολυβόλου 7,92 mm γεμάτο με %s σφαίρες";"Rak selongsong senapan mesin 7.92 mm yang berisi selongsong %s";"ชั้นวางลูกปืนปืนกล 7.92 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 7.92 mm 기관총 탄띠/탄알집";"7.92 毫\t米\t机\t枪\t使\t用 %s";"7.92 mmの%s を\t装填した\t弾薬\tラック";"7.92 毫\t米\t機\t槍\t使\t用 %s";;
"caliber_8/desc";"8 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 8 mm avec %s balles";"Munizioni da 8 mm con proiettili %s";"8mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 8 mm cargado con %s balas";"В боекомплект 8-мм пулемёта входят пули %s";"У боєкомплект 8-мм кулемета входять кулі %s";"Taśma amunicyjna karabinu kal. 8 mm załadowana pociskami %s";"8 mm machine gun shell rack filled with %s bullets";"%s mermiyle dolu 8 mm makineli tüfek mermisi rafı";"zásobník kulometné 8 mm munice s %s náboji";"ράφι για βλήματα πολυβόλου 8 mm γεμάτο με %s σφαίρες";"Rak selongsong senapan mesin 8 mm yang berisi selongsong %s";"ชั้นวางลูกปืนปืนกล 8 มม. บรรจุกระสุน %s นัด";"8 mm 기관총탄이 %s 발 차있는 탄통";"8 毫\t米\t机\t枪\t使\t用 %s";"8mm の %s を\t装填した\t弾薬\tラック";"8 毫\t米\t機\t槍\t使\t用 %s";;
"caliber_12.7/desc";"12.7 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 12.7 mm avec %s balles";"Munizioni da 12.7 mm con proiettili %s";"12,7mm Maschinengewehrmunition: %s";"Ametralladora de 12.7 mm con un bastidor cargado con %s balas";"В боекомплект 12,7-мм пулемёта входят пули %s";"До боєкомплекту 12,7-мм кулемета входять кулі %s";"Taśma amunicyjna karabinu kal. 12.7 mm załadowana pociskami %s";"Conjunto de munições de metralhadora de 12.7 mm de tipo %s";"%s mermi rafı 12.7 mm makineli tüfek mühimmatı ile dolduruldu";"12,7 mm munice s %s náboji";"ράφι για βλήματα πολυβόλου 12,7 mm γεμάτο με %s σφαίρες";"Rak selongsong senapan mesin 12.7 mm yang berisi selongsong %s";"ชั้นวางลูกปืนปืนกล 12.7 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 12.7 mm 기관총 탄띠/탄알집";"12.7 毫\t米\t机\t枪\t使\t用 %s";"12.7 mmの%s を\t装填した\t弾薬\tラック";"12.7 毫\t米\t機\t槍\t使\t用 %s";;
"caliber_13/desc";"13 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 13 mm avec %s balles";"Munizioni da 13 mm con proiettili %s";"13mm Maschinengewehrmunition: %s";"Ametralladora de 13 mm con un bastidor cargado con %s balas";"В боекомплект 13-мм пулемёта входят пули %s";"До боєкомплекту 13-мм кулемета входять кулі %s";"Taśma amunicyjna karabinu kal. 13 mm załadowana pociskami %s";"Conjunto de munições de metralhadora de 13 mm de tipo %s";"%s mermi rafı 13 mm makineli tüfek mühimmatı ile dolduruldu";"13 mm munice s %s náboji";"ράφι για βλήματα πολυβόλου 13 mm γεμάτο με %s σφαίρες";"Rak selongsong senapan mesin 13 mm yang berisi selongsong %s";"ชั้นวางลูกปืนปืนกล 13 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 13 mm 기관총 탄띠/탄알집";"13 毫\t米\t机\t枪\t使\t用 %s";"13 mmの%s を\t装填した\t弾薬\tラック";"13 毫\t米\t機\t槍\t使\t用 %s";;
"caliber_13.2/desc";"13.2 mm machine gun shell rack filled with %s bullets";"Magasin de munitions pour mitrailleuse de 13,2 mm avec %s balles";"Munizioni da 13.2 mm con proiettili %s";"13,2mm Maschinengewehrmunition: %s";"Ametralladora de 13.2 mm con un bastidor cargado con %s balas";"В боекомплект 13,2-мм пулемёта входят пули %s";"До боєкомплекту 13.2-мм кулемета входять кулі %s";"Taśma amunicyjna karabinu kal. 13.2 mm załadowana pociskami %s";"Conjunto de munições de metralhadora de 13.2 mm de tipo %s";"%s mermi rafı 13.2 mm makineli tüfek mühimmatı ile dolduruldu";"13,2 mm munice s %s náboji";"ράφι για βλήματα πολυβόλου 13,2 mm γεμάτο με %s σφαίρες";"Rak selongsong senapan mesin 13.2 mm yang berisi selongsong %s";"ชั้นวางลูกปืนปืนกล 13.2 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 13.2 mm 기관총 탄띠/탄알집";"13.2 毫\t米\t机\t枪\t使\t用 %s";"13.2 mmの%s を\t装填した\t弾薬\tラック";"13.2 毫\t米\t機\t槍\t使\t用 %s";;
"caliber_14.5/desc";"14.5 mm machine gun shell rack filled with %s bullets";"Magasin de munitions pour mitrailleuse de 14.5 mm avec %s balles";"Munizioni da 14.5 mm con proiettili %s";"14,5mm Maschinengewehrmunition: %s";"14.5 mm machine gun shell rack filled with %s bullets";"В боекомплект 14,5-мм пулемёта входят пули %s";"До боєкомплекту 14,5-мм кулемета входять кулі %s";"Taśma amunicyjna karabinu kal. 14,5 mm załadowana pociskami %s";"Conjunto de munições de metralhadora de 14.5 mm de tipo %s";"%s mermi ile dolu 14.5 mm makineli tüfek fişeği rafı";"14,5 mm munice s %s náboji";"ράφι για βλήματα πολυβόλου 14,5 mm γεμάτο με %s σφαίρες";"Rak selongsong senapan mesin 14.5 mm yang berisi selongsong %s";"ชั้นวางลูกปืนปืนกล 14.5 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 14.5 mm 기관총 탄띠/탄알집";"14.5 毫\t米\t机\t枪\t使\t用 %s";"14.5 mm\t機銃の%s を\t装填した\t弾薬\tラック";"14.5 毫\t米\t機\t槍\t使\t用 %s";;
"caliber_15/desc";"15 mm machine gun shell rack filled with %s bullets";"Magasin pour canon de 15 mm avec %s obus";"Munizioni da 15 mm con proiettili %s";"15mm Maschinengewehrmunition: %s";"Ametralladora de 15 mm con un bastidor cargado con %s balas";"В боекомплект 15-мм пулемёта входят пули %s";"До боєкомплекту 15-мм кулемета входять кулі %s";"Taśma amunicyjna karabinu kal. 15 mm załadowana pociskami %s";"Conjunto de munições de metralhadora de 15 mm de tipo %s";"%s mermi rafı 15 mm makineli tüfek mühimmatı ile dolduruldu";"15 mm munice s %s náboji";"ράφι για βλήματα πολυβόλου 15 mm γεμάτο με %s σφαίρες";"Rak selongsong senapan mesin 15 mm yang berisi selongsong %s";"ชั้นวางลูกปืนปืนกล 15 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 15 mm 기관총 탄띠/탄알집";"15 毫\t米\t机\t枪\t（炮）\t使\t用 %s";"15 mmの%s を\t装填した\t弾薬\tラック";"15 毫\t米\t機\t槍\t（炮）\t使\t用 %s";;
"caliber_20/desc";"20 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 20 mm avec %s obus";"Munizioni da 20 mm con proiettili %s";"20mm Kanonenmunition: %s";"Cañón de 20 mm con un bastidor cargado con %s proyectiles";"В боекомплект 20-мм пушки входят снаряды %s";"До боєкомплекту 20-мм гармати входять снаряди %s";"Taśma amunicyjna działka kal. 20 mm załadowana pociskami %s";"Conjunto de munições de canhão de 20 mm com %s munições";"%s mermi rafı 20 mm top mühimmatı ile dolduruldu";"20 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 20 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 20 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 20 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 20 mm 기관포 탄띠/탄알집";"20 毫\t米\t炮\t使\t用 %s";"20 mmの%s を\t装填した\t弾薬\tラック";"20 毫\t米\t炮\t使\t用 %s";;
"caliber_25/desc";"25 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 25 mm avec %s obus";"Munizioni da 25 mm con proiettili %s";"25mm Kanonenmunition: %s";"Cañón de 25 mm con un bastidor cargado con %s proyectiles";"В боекомплект 25-мм пушки входят снаряды %s";"До боєкомплекту 25-мм гармати входять снаряди %s";"Taśma amunicyjna działka kal. 25 mm załadowana pociskami %s";"Conjunto de munições de canhão de 25 mm com %s munições";"%s mermi rafı 25 mm top mühimmatı ile dolduruldu";"25 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 25 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 25 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 25 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 25 mm 기관포 탄띠/탄알집";"25 毫\t米\t炮\t使\t用 %s";"25 mmの%s を\t装填した\t砲弾\tラック";"25 毫\t米\t炮\t使\t用 %s";;
"caliber_23/desc";"23 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 23 mm avec %s obus";"Munizioni da 23 mm con proiettili %s";"23mm Kanonenmunition: %s";"Cañón de 23 mm con un bastidor cargado con %s proyectiles";"В боекомплект 23-мм пушки входят снаряды %s";"До боєкомплекту 23-мм гармати входять снаряди %s";"Taśma amunicyjna działka kal. 23 mm załadowana pociskami %s";"Conjunto de munições de canhão de 23 mm com %s munições";"%s mermi rafı 23 mm top mühimmatı ile dolduruldu";"23 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 23 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 23 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 23 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 23 mm 기관포 탄띠/탄알집";"23 毫\t米\t炮\t使\t用 %s";"23 mmの%s を\t装填した\t砲弾\tラック";"23 毫\t米\t炮\t使\t用 %s";;
"caliber_30/desc";"30 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 30 mm avec %s obus";"Nastro di munizioni per cannone da 30 mm riempito con proiettili da %s";"30mm Kanonenmunition: %s";"Cañón de 30 mm con un bastidor cargado con %s proyectiles";"В боекомплект 30-мм пушки входят снаряды %s";"До боєкомплекту 30-мм гармати входять снаряди %s";"Taśma amunicyjna działka kal. 30 mm załadowana pociskami %s";"Conjunto de munições de canhão de 30 mm com %s munições";"%s mermi rafı 30 mm top mühimmatı ile dolduruldu";"30 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 30 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 30 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 30 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 30 mm 기관포 탄띠/탄알집";"30 毫\t米\t炮\t使\t用 %s";"30 mmの%s を\t装填した\t砲弾\tラック";"30 毫\t米\t炮\t使\t用 %s";;
"caliber_35/desc";"35 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 35 mm avec %s obus";"Munizioni da 35 mm con proiettili %s";"35mm Kanonenmunition: %s";"35 mm cannon shell rack filled with %s shells";"В боекомплект 35-мм пушки входят снаряды %s";"У боєкомплект 35-мм гармати входять снаряди %s";"Taśma amunicyjna działka kal. 35 mm załadowana pociskami %s";"Conjunto de munições de canhão de 35 mm com %s munições";"35 mm top mermisi askılığı %s mermileri ile dolduruldu";"35 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 35 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 35 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 35 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 35 mm 기관포 탄띠/탄알집";"35 毫\t米\t炮\t使\t用 %s";"35mmの%sを\t装填した\t弾薬\tラック";"35 毫\t米\t炮\t使\t用 %s";;
"caliber_37/desc";"37 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 37mm avec %s obus";"Munizioni da 37 mm con proiettili %s";"37mm Kanonenmunition: %s";"Cañón de 37 mm con un bastidor cargado con %s proyectiles";"В боекомплект 37-мм пушки входят снаряды %s";"До боєкомплекту 37-мм гармати входять снаряди %s";"Taśma amunicyjna działka kal. 37 mm  załadowana pociskami %s";"Conjunto de munições de canhão de 37 mm com %s munições";"%s mermi rafı 37 mm top mühimmatı ile dolduruldu";"37 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 37 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 37 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 37 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 37 mm 기관포 탄띠/탄알집";"37 毫\t米\t炮\t使\t用 %s";"37 mmの%s を\t装填した\t砲弾\tラック";"37 毫\t米\t炮\t使\t用 %s";;
"caliber_40/desc";"40 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 40 mm avec %s obus";"Munizioni da 40mm con proiettili %s";"40mm Kanonenmunition: %s";"Cañón de 40 mm con un bastidor cargado con %s proyectiles";"В боекомплект 40-мм пушки входят снаряды %s";"До боєкомплекту 40-мм гармати входять снаряди %s";"Taśma amunicyjna działa kal. 40 mm załadowana pociskami %s";"Conjunto de munições de canhão de 40 mm com %s munições";"40mm top mermi rafı %s ile dolduruldu";"40 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 40 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 40 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 40 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 40 mm 기관포 탄띠/탄알집";"40 毫\t米\t炮\t使\t用 %s";"40 mmの%s を\t装填した\t砲弾\tラック";"40 毫\t米\t炮\t使\t用 %s";;
"caliber_45/desc";"45 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 45 mm avec %s obus";"Munizioni da 45 mm con proiettili %s";"45mm Kanonenmunition: %s";"Cañón de 45 mm con un bastidor cargado con %s proyectiles";"В боекомплект 45-мм пушки входят снаряды %s";"До боєкомплекту 45-мм гармати входять снаряди %s";"Taśma amunicyjna działka kal. 45 mm  załadowana pociskami %s";"Conjunto de munições de canhão de 45 mm com %s munições";"%s mermi rafı 45 mm top mühimmatı ile dolduruldu";"45 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 45 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 45 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 45 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 45 mm 기관포 탄띠/탄알집";"45 毫\t米\t炮\t使\t用 %s";"45 mmの%s を\t装填した\t砲弾\tラック";"45 毫\t米\t炮\t使\t用 %s";;
"caliber_47/desc";"47 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 47 mm avec %s obus";"Munizioni da 47 mm con proiettili %s";"47mm Kanonenmunition: %s";"Cañón de 47 mm con un bastidor cargado con %s proyectiles";"В боекомплект 47-мм пушки входят снаряды %s";"До боєкомплекту 47-мм гармати входять снаряди %s";"Taśma amunicyjna działa kal. 47 mm załadowana pociskami %s";"Conjunto de munições de canhão de 47 mm com %s munições";"%s mermi rafı 47 mm top mühimmatı ile dolduruldu";"47 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 47 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 47 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 47 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 47 mm 기관포 탄띠/탄알집";"47 毫\t米\t炮\t使\t用 %s";"47 mmの%s を\t装填した\t砲弾\tラック";"47 毫\t米\t炮\t使\t用 %s";;
"caliber_50/desc";"50 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 50 mm avec %s obus";"Munizioni da 50 mm con proiettili %s";"50mm Kanonenmunition: %s";"Cañón de 50 mm con un bastidor cargado con %s proyectiles";"В боекомплект 50-мм пушки входят снаряды %s";"До боєкомплекту 50-мм гармати входять снаряди %s";"Taśma amunicyjna działa kal. 50 mm załadowana pociskami %s";"Conjunto de munições de canhão de 50 mm com %s munições";"%s mermi rafı 50 mm top mühimmatı ile dolduruldu";"50 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 50 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 50 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 50 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 50 mm 기관포 탄띠/탄알집";"50 毫\t米\t炮\t使\t用 %s";"50 mmの%s を\t装填した\t砲弾\tラック";"50 毫\t米\t炮\t使\t用 %s";;
